2017-10-31T05:00:00.000-04:00,0.09226261767339003,2017-10-31T05:00:00.000-04:00,6158.76
2017-10-31T06:00:00.000-04:00,0.10376996608248826,2017-10-31T06:00:00.000-04:00,6105.9
2017-10-31T07:00:00.000-04:00,0.11169094251431187,2017-10-31T07:00:00.000-04:00,6094.36
2017-10-31T08:00:00.000-04:00,0.08213433168664136,2017-10-31T08:00:00.000-04:00,6125.13
2017-10-31T09:00:00.000-04:00,0.08937042968493204,2017-10-31T09:00:00.000-04:00,6165.0
2017-10-31T10:00:00.000-04:00,0.10267176426801841,2017-10-31T10:00:00.000-04:00,6170.77
2017-10-31T11:00:00.000-04:00,0.12814641170317434,2017-10-31T11:00:00.000-04:00,6233.74
2017-10-31T12:00:00.000-04:00,0.10549754665746006,2017-10-31T12:00:00.000-04:00,6201.03
2017-10-31T13:00:00.000-04:00,0.13845789734397101,2017-10-31T13:00:00.000-04:00,6332.34
2017-10-31T14:00:00.000-04:00,0.11779438208175155,2017-10-31T14:00:00.000-04:00,6363.13
2017-10-31T15:00:00.000-04:00,0.09131997304766154,2017-10-31T15:00:00.000-04:00,6365.16
2017-10-31T16:00:00.000-04:00,0.09301943334583278,2017-10-31T16:00:00.000-04:00,6364.78
2017-10-31T17:00:00.000-04:00,0.09206832917391784,2017-10-31T17:00:00.000-04:00,6361.79
2017-10-31T18:00:00.000-04:00,0.10691324426615845,2017-10-31T18:00:00.000-04:00,6335.64
2017-10-31T19:00:00.000-04:00,0.12217075088870974,2017-10-31T19:00:00.000-04:00,6341.15
2017-10-31T20:00:00.000-04:00,0.12817142761147934,2017-10-31T20:00:00.000-04:00,6370.08
2017-10-31T21:00:00.000-04:00,0.09238581351736849,2017-10-31T21:00:00.000-04:00,6393.26
2017-10-31T22:00:00.000-04:00,0.10682700448924513,2017-10-31T22:00:00.000-04:00,6383.94
2017-10-31T23:00:00.000-04:00,0.10207913246967248,2017-10-31T23:00:00.000-04:00,6448.36
2017-11-01T00:00:00.000-04:00,0.1003165565658219,2017-11-01T00:00:00.000-04:00,6376.49
2017-11-01T01:00:00.000-04:00,0.09925359364187578,2017-11-01T01:00:00.000-04:00,6405.67
2017-11-01T02:00:00.000-04:00,0.0903783471957929,2017-11-01T02:00:00.000-04:00,6419.6
2017-11-01T03:00:00.000-04:00,0.08084288445755294,2017-11-01T03:00:00.000-04:00,6426.88
2017-11-01T04:00:00.000-04:00,0.0952848910172815,2017-11-01T04:00:00.000-04:00,6365.63
2017-11-01T05:00:00.000-04:00,0.11368575691864594,2017-11-01T05:00:00.000-04:00,6399.43
2017-11-01T06:00:00.000-04:00,0.09042962332897247,2017-11-01T06:00:00.000-04:00,6400.97
2017-11-01T07:00:00.000-04:00,0.10544019936526403,2017-11-01T07:00:00.000-04:00,6392.6
2017-11-01T08:00:00.000-04:00,0.10044294823240624,2017-11-01T08:00:00.000-04:00,6446.61
2017-11-01T09:00:00.000-04:00,0.08704017784707618,2017-11-01T09:00:00.000-04:00,6541.77
2017-11-01T10:00:00.000-04:00,0.09483974379779264,2017-11-01T10:00:00.000-04:00,6584.45
2017-11-01T11:00:00.000-04:00,0.11055747954216864,2017-11-01T11:00:00.000-04:00,6568.0
2017-11-01T12:00:00.000-04:00,0.08590353839574041,2017-11-01T12:00:00.000-04:00,6509.08
2017-11-01T13:00:00.000-04:00,0.10319565205908404,2017-11-01T13:00:00.000-04:00,6484.66
2017-11-01T14:00:00.000-04:00,0.10654713353890957,2017-11-01T14:00:00.000-04:00,6547.65
2017-11-01T15:00:00.000-04:00,0.09933015033777949,2017-11-01T15:00:00.000-04:00,6556.74
2017-11-01T16:00:00.000-04:00,0.11030915142668184,2017-11-01T16:00:00.000-04:00,6587.46
2017-11-01T17:00:00.000-04:00,0.09998502082288237,2017-11-01T17:00:00.000-04:00,6604.57
2017-11-01T18:00:00.000-04:00,0.11224797952609222,2017-11-01T18:00:00.000-04:00,6585.55
2017-11-01T19:00:00.000-04:00,0.08886486497870702,2017-11-01T19:00:00.000-04:00,6615.47
2017-11-01T20:00:00.000-04:00,0.08552363872418746,2017-11-01T20:00:00.000-04:00,6568.12
2017-11-01T21:00:00.000-04:00,0.08626593661642769,2017-11-01T21:00:00.000-04:00,6587.57
2017-11-01T22:00:00.000-04:00,0.09624892461118893,2017-11-01T22:00:00.000-04:00,6663.25
2017-11-01T23:00:00.000-04:00,0.09757326408682099,2017-11-01T23:00:00.000-04:00,6743.06
2017-11-02T00:00:00.000-04:00,0.09613441401014937,2017-11-02T00:00:00.000-04:00,6827.61
2017-11-02T01:00:00.000-04:00,0.08725864723008896,2017-11-02T01:00:00.000-04:00,6835.46
2017-11-02T02:00:00.000-04:00,0.09436981377657502,2017-11-02T02:00:00.000-04:00,6814.19
2017-11-02T03:00:00.000-04:00,0.08012962672485864,2017-11-02T03:00:00.000-04:00,6877.79
2017-11-02T04:00:00.000-04:00,0.0844109219917882,2017-11-02T04:00:00.000-04:00,6860.46
2017-11-02T05:00:00.000-04:00,0.07123122390974675,2017-11-02T05:00:00.000-04:00,6862.07
2017-11-02T06:00:00.000-04:00,0.07161472792300617,2017-11-02T06:00:00.000-04:00,6971.25
2017-11-02T07:00:00.000-04:00,0.08516004724829512,2017-11-02T07:00:00.000-04:00,6939.93
2017-11-02T08:00:00.000-04:00,0.09418517807203614,2017-11-02T08:00:00.000-04:00,6976.82
2017-11-02T09:00:00.000-04:00,0.08904669120819232,2017-11-02T09:00:00.000-04:00,6991.19
2017-11-02T10:00:00.000-04:00,0.07393369984027412,2017-11-02T10:00:00.000-04:00,7180.51
2017-11-02T11:00:00.000-04:00,0.08592191530888814,2017-11-02T11:00:00.000-04:00,6971.36
2017-11-02T12:00:00.000-04:00,0.06527885267149504,2017-11-02T12:00:00.000-04:00,6975.91
2017-11-02T13:00:00.000-04:00,0.060426178795681997,2017-11-02T13:00:00.000-04:00,7126.46
